complex_id,name,genes,mod,replace
PPTS312_19410-MONOMER,,,pan4p(1) AND act(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND but(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ha(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND egme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND ogme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND gme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND hgme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND thex2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ohex(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND hex(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hhex(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND pim(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND epme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND opme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND pme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND hpme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND toct2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ooct(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND oc(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hoct(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND tdec2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND cdec3e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3odec(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND dca(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hdec(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND t3c5ddece(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND tddec2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND cddec5e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3oddec(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND ddca(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hddec(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND t3c7mrse(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND tde(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND tmrs2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3omrs(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND myrs(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hmrs(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND t3c9palme(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND hde(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND tpalm2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3opalm(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND palm(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hpalm(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND t3c11vace(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND toctd2e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND octe(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3ooctd(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND ocdca(1),
PPTS312_19410-MONOMER,,,pan4p(1) AND 3hocta(1),
PPTS312_19430-MONOMER,,,pydx5p(1),
PPTS312_19450-MONOMER,,,mg2(1),
PPTS312_19570-MONOMER,,,mg2(1) AND zn2(1),
PPTS312_19680-MONOMER,,,mg2(1) AND mn2(1),
PPTS312_19780-MONOMER,,,mg2(1),
PPTS312_19880-MONOMER,,,mg2(1),
PPTS312_20120-MONOMER,,,zn2(1),
PPTS312_20290-MONOMER,,,pydx5p(1),
PPTS312_20340-MONOMER,,,mg2(1),
PPTS312_20470-MONOMER,,,fmn(1),
PPTS312_20540-MONOMER,,,mg2(1),
PPTS312_20640-MONOMER,,,4fe4s(1),
PPTS312_20990-MONOMER,,,mg2(1),
PPTS312_21020-MONOMER,,,fad(1),
PPTS312_21030-MONOMER,,,mg2(1),
PPTS312_21630-MONOMER,,,mn2(2),
PPTS312_21650-MONOMER,,,ca2(1) AND pqq(1),
PPTS312_22520-MONOMER,,,ca2(1),
PPTS312_22570-MONOMER,,,fe2(2),
PPTS312_22670-MONOMER,,,mg2(1),
PPTS312_22720-MONOMER,,,4fe4s(1),
PPTS312_23090-MONOMER,,,zn2(1) AND cbl1(1),
PPTS312_24870-MONOMER,,,k(1) AND mg2(1),
PPTS312_25020-MONOMER,,,pheme(1),
PPTS312_25810-MONOMER,,,fad(1),
PPTS312_26430-MONOMER,,,pydx5p(1),
PPTS312_28230-MONOMER,,,mg2(1),
PPTS312_28230-MONOMER,,,mn2(1),
PPTS312_28330-MONOMER,,,pydx5p(1),
PPTS312_29570-MONOMER,,,zn2(1),
PPTS312_29840-MONOMER,,,hco3(1),
PPTS312_30310-MONOMER,,,fe2(1) AND zn2(1),
PPTS312_30310-MONOMER,,,mn2(1) AND zn2(1),
PPTS312_30310-MONOMER,,,cobalt2(1) AND zn2(1),
PPTS312_30890-MONOMER,,,nad(1),
PPTS312_32070-MONOMER,,,zn2(1),
PPTS312_32150-MONOMER,,,zn2(1),
PPTS312_32880-MONOMER,,,pydx5p(6),
PPTS312_32880-MONOMER,,,pydx5p(1),
PPTS312_33710-MONOMER,,,mg2(1),
PPTS312_33810-MONOMER,,,pydx5p(1),
PPTS312_33920-MONOMER,,,fe2(1),
PPTS312_34390-MONOMER,,,mg2(1),
PPTS312_34570-MONOMER,,,ni2(1),
PPTS312_34930-MONOMER,,,mg2(1),
PPTS312_35040-MONOMER,,,fad(1),
PPTS312_35650-MONOMER,,,zn2(1),
PPTS312_35720-MONOMER,,,k(1) AND mg2(1),
PPTS312_36170-MONOMER,,,fad(1),
PPTS312_37010-MONOMER,,,mg2(1),
PPTS312_37120-MONOMER,,,mn2(1),
PPTS312_37120-MONOMER,,,mg2(1),
PPTS312_37290-MONOMER,,,zn2(2),
PPTS312_37300-MONOMER,,,mn2(1),
PPTS312_37300-MONOMER,,,2fe2s(1) AND mn2(1),
PPTS312_37300-MONOMER,,,4fe4s(1) AND mn2(1),
PPTS312_37880-MONOMER,,,mg2(1),
PPTS312_38050-MONOMER,,,mg2(1),
PPTS312_38050-MONOMER,,,mn2(1),
PPTS312_38280-MONOMER,,,pydx5p(1),
PPTS312_38320-MONOMER,,,zn2(1),
PPTS312_39090-MONOMER,,,pydx5p(1),
PPTS312_39120-MONOMER,,,mg2(1),
PPTS312_39130-MONOMER,,,Oxidized(1),
PPTS312_39150-MONOMER,,,Oxidized(1),
PPTS312_39380-MONOMER,,,4fe4s(1),
PPTS312_39400-MONOMER,,,mg2(1),
PPTS312_39400-MONOMER,,,mn2(1),
PPTS312_39490-MONOMER,,,mg2(1),
PPTS312_39560-MONOMER,,,zn2(1),
PPTS312_39720-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
PPTS312_39760-MONOMER,,,mg2(1) AND k(1),
PPTS312_39760-MONOMER,,,mn2(1) AND k(1),
PPTS312_40910-MONOMER,,,zn2(4),
PPTS312_40990-MONOMER,,,pydx5p(1),
PPTS312_41650-MONOMER,,,mg2(1),
PPTS312_41870-MONOMER,,,pydx5p(2),
PPTS312_42090-MONOMER,,,mg2(5),
PPTS312_42120-MONOMER,,,pydx5p(1),
PPTS312_42270-MONOMER,,,fad(1),
PPTS312_42430-MONOMER,,,4fe4s(1),
PPTS312_43360-MONOMER,,,fmn(1),
PPTS312_43640-MONOMER,,,zn2(2),
PPTS312_43730-MONOMER,,,mg2(1),
PPTS312_43750-MONOMER,,,zn2(2),
PPTS312_43760-MONOMER,,,mg2(4),
PPTS312_43800-MONOMER,,,Oxidized(1),
PPTS312_43860-MONOMER,,,mg2(1),
PPTS312_43860-MONOMER,,,mn2(1),
PPTS312_43890-MONOMER,,,fad(1),
PPTS312_44630-MONOMER,,,pqq(1),
PPTS312_44760-MONOMER,,,mg2(2),
PPTS312_44830-MONOMER,,,fad(1),
PPTS312_45510-MONOMER,,,mg2(1) AND k(1),
PPTS312_45510-MONOMER,,,mn2(1) AND k(1),
PPTS312_45530-MONOMER,,,4fe4s(1),
PPTS312_45640-MONOMER,,,zn2(1) AND fe2(1) AND cobalt2(1) AND mg2(1) AND mn2(1),
PPTS312_45710-MONOMER,,,fe3(1),
PPTS312_45980-MONOMER,,,mn2(1) AND mg2(1),
PPTS312_46080-MONOMER,,,mg2(1),
PPTS312_46110-MONOMER,,,k(1) AND mg2(1),
PPTS312_46350-MONOMER,,,mg2(1),
PPTS312_46570-MONOMER,,,amp(1),
PPTS312_46570-MONOMER,,,coo(1),
PPTS312_46570-MONOMER,,,cosh(1),
PPTS312_47260-MONOMER,,,zn2(1),
PPTS312_47350-MONOMER,,,fad(1),
PPTS312_47500-MONOMER,,,fad(1),
PPTS312_47750-MONOMER,,,mg2(1),
PPTS312_47960-MONOMER,,,mg2(1),
PPTS312_47970-MONOMER,,,mg2(1),
PPTS312_47980-MONOMER,,,mg2(1) AND k(1),
PPTS312_47980-MONOMER,,,mg2(1) AND nh4(1),
PPTS312_47980-MONOMER,,,mn2(1) AND k(1),
PPTS312_47980-MONOMER,,,mn2(1) AND nh4(1),
PPTS312_48160-MONOMER,,,mg2(1),
PPTS312_48250-MONOMER,,,zn2(4),
PPTS312_48350-MONOMER,,,fmn(1),
PPTS312_48970-MONOMER,,,mg2(1),
PPTS312_49250-MONOMER,,,mg2(1),
PPTS312_49260-MONOMER,,,pydx5p(1),
PPTS312_49410-MONOMER,,,4fe4s(2),
PPTS312_49510-MONOMER,,,mg2(1),
PPTS312_49640-MONOMER,,,mg2(1),
PPTS312_50110-MONOMER,,,mg2(1),
PPTS312_50110-MONOMER,,,mn2(1),
PPTS312_50290-MONOMER,,,mg2(1),
PPTS312_50350-MONOMER,,,mg2(2),
PPTS312_50400-MONOMER,,,adocbl(1),
PPTS312_50400-MONOMER,,,4fe4s(2),
PPTS312_50420-MONOMER,,,mg2(2),
PPTS312_50490-MONOMER,,,mg2(1),
PPTS312_50590-MONOMER,,,mg2(1),
PPTS312_50710-MONOMER,,,mg2(1),
PPTS312_50830-MONOMER,,,fad(1),
CPLX-tRNA-PHE-LIGASE,,,mg2(1),
CPLX_ACCOAC-0,,,btn(1),
CPLX_ETHAAL-0,,,adocbl(1),
CPLX_GLUSx-0,,,fe2(1) AND fad(1),
CPLX_NADH16pp-0,,,2fe2s(1) AND 4fe4s(1) AND fmn(1),
CPLX_TRPS1-0,,,pydx5p(1),
CPLX_GLYCL-0,,,lipoyl(1),
CPLX_CBPS-0,,,mg2(1),
CPLX_CBPS-0,,,mn2(1),
CPLX_CBPS-0,,,cobalt2(1),
CPLX_CBPS-0,,,cd2(1),
CPLX_CBPS-0,,,zn2(1),
CPLX_FDH4pp-0,,,bmocogdp(1),
CPLX_SUCDi-0,,,3fe4s(1) AND fad(1) AND 2fe2s(1) AND 4fe4s(1),
CPLX_CIO3pp_q8-0,,,pheme(1) AND hemed(1),
