Reaction,Metabolites,Compartment,Stoichiometry
GUAPRT,ppi,Cytosol,1.0
GUAPRT,prpp,Cytosol,-1.0
GUAt2pp,gua,Cytosol,1.0
GUAt2pp,gua,Periplasm,-1.0
GUAt2pp,h,Cytosol,1.0
GUAt2pp,h,Periplasm,-1.0
GUAtex,gua,Extra-organism,-1.0
GUAtex,gua,Periplasm,1.0
GUDACabcpp,adp,Cytosol,1.0
GUDACabcpp,atp,Cytosol,-1.0
GUDACabcpp,gudac,Cytosol,1.0
GUDACabcpp,gudac,Periplasm,-1.0
GUDACabcpp,h2o,Cytosol,-1.0
GUDACabcpp,h,Cytosol,1.0
GUDACabcpp,pi,Cytosol,1.0
GUDACtex,gudac,Extra-organism,-1.0
GUDACtex,gudac,Periplasm,1.0
GUDBUTNAH,4abut,Cytosol,1.0
GUDBUTNAH,4gudbutn,Cytosol,-1.0
GUDBUTNAH,h2o,Cytosol,-1.0
GUDBUTNAH,urea,Cytosol,1.0
GUDPTNabcpp,adp,Cytosol,1.0
GUDPTNabcpp,atp,Cytosol,-1.0
GUDPTNabcpp,gudptn,Cytosol,1.0
GUDPTNabcpp,gudptn,Periplasm,-1.0
GUDPTNabcpp,h2o,Cytosol,-1.0
GUDPTNabcpp,h,Cytosol,1.0
GUDPTNabcpp,pi,Cytosol,1.0
GUDPTNtex,gudptn,Extra-organism,-1.0
GUDPTNtex,gudptn,Periplasm,1.0
H2CO3D,co2,Cytosol,-1.0
H2CO3D,h2co3,Cytosol,1.0
H2CO3D,h2o,Cytosol,-1.0
H2CO3D2,h2co3,Cytosol,1.0
H2CO3D2,h,Cytosol,-1.0
H2CO3D2,hco3,Cytosol,-1.0
H2O2tex,h2o2,Extra-organism,-1.0
H2O2tex,h2o2,Periplasm,1.0
H2Otex,h2o,Extra-organism,-1.0
H2Otex,h2o,Periplasm,1.0
H2Otpp,h2o,Cytosol,1.0
H2Otpp,h2o,Periplasm,-1.0
H2SO,h2s,Cytosol,-1.0
H2SO,h,Cytosol,2.0
H2SO,o2,Cytosol,-2.0
H2SO,so4,Cytosol,1.0
H2St1pp,h2s,Cytosol,-1.0
H2St1pp,h2s,Periplasm,1.0
H2Stex,h2s,Extra-organism,-1.0
H2Stex,h2s,Periplasm,1.0
HACD10i,3hhpcoa,Cytosol,-1.0
HACD10i,3ohpcoa,Cytosol,1.0
HACD10i,h,Cytosol,1.0
HACD10i,nad,Cytosol,-1.0
HACD10i,nadh,Cytosol,1.0
HACD11i,3hnonacoa,Cytosol,-1.0
HACD11i,3ononacoa,Cytosol,1.0
HACD11i,h,Cytosol,1.0
HACD11i,nad,Cytosol,-1.0
HACD11i,nadh,Cytosol,1.0
HACD12i,3hpdecacoa,Cytosol,-1.0
HACD12i,3opdecacoa,Cytosol,1.0
HACD12i,h,Cytosol,1.0
HACD12i,nad,Cytosol,-1.0
HACD12i,nadh,Cytosol,1.0
HACD13i,3hpnonacoa,Cytosol,-1.0
HACD13i,3opnonacoa,Cytosol,1.0
HACD13i,h,Cytosol,1.0
HACD13i,nad,Cytosol,-1.0
HACD13i,nadh,Cytosol,1.0
HACD14i,3hpoctacoa,Cytosol,-1.0
HACD14i,3opoctacoa,Cytosol,1.0
HACD14i,h,Cytosol,1.0
HACD14i,nad,Cytosol,-1.0
HACD14i,nadh,Cytosol,1.0
HACD15i,3hphpcoa,Cytosol,-1.0
HACD15i,3ophpcoa,Cytosol,1.0
HACD15i,h,Cytosol,1.0
HACD15i,nad,Cytosol,-1.0
HACD15i,nadh,Cytosol,1.0
HACD16i,3hphxacoa,Cytosol,-1.0
HACD16i,3ophxacoa,Cytosol,1.0
HACD16i,h,Cytosol,1.0
HACD16i,nad,Cytosol,-1.0
HACD16i,nadh,Cytosol,1.0
HACD17i,3hpptcoa,Cytosol,-1.0
HACD17i,3opptcoa,Cytosol,1.0
HACD17i,h,Cytosol,1.0
HACD17i,nad,Cytosol,-1.0
HACD17i,nadh,Cytosol,1.0
HACD18i,3hpbcoa,Cytosol,-1.0
HACD18i,3opbcoa,Cytosol,1.0
HACD18i,h,Cytosol,1.0
HACD18i,nad,Cytosol,-1.0
HACD18i,nadh,Cytosol,1.0
HACD19i,3h6athcoa,Cytosol,-1.0
HACD19i,3o6athcoa,Cytosol,1.0
HACD19i,h,Cytosol,1.0
HACD19i,nad,Cytosol,-1.0
HACD19i,nadh,Cytosol,1.0
HACD1i,3hbcoa,Cytosol,-1.0
HACD1i,aacoa,Cytosol,1.0
HACD1i,h,Cytosol,1.0
HACD1i,nad,Cytosol,-1.0
HACD1i,nadh,Cytosol,1.0
HACD20i,3hvacccoa,Cytosol,-1.0
HACD20i,3ovacccoa,Cytosol,1.0
HACD20i,h,Cytosol,1.0
HACD20i,nad,Cytosol,-1.0
HACD20i,nadh,Cytosol,1.0
HACD21i,3hhdccoa,Cytosol,-1.0
HACD21i,3ohdccoa,Cytosol,1.0
HACD21i,h,Cytosol,1.0
HACD21i,nad,Cytosol,-1.0
HACD21i,nadh,Cytosol,1.0
HACD22i,3htdccoa,Cytosol,-1.0
HACD22i,3otdccoa,Cytosol,1.0
HACD22i,h,Cytosol,1.0
HACD22i,nad,Cytosol,-1.0
HACD22i,nadh,Cytosol,1.0
HACD23i,3hddccoa,Cytosol,-1.0
HACD23i,3oddccoa,Cytosol,1.0
HACD23i,h,Cytosol,1.0
HACD23i,nad,Cytosol,-1.0
HACD23i,nadh,Cytosol,1.0
HACD24i,3hodecoa,Cytosol,-1.0
HACD24i,3oodecoa,Cytosol,1.0
HACD24i,h,Cytosol,1.0
HACD24i,nad,Cytosol,-1.0
HACD24i,nadh,Cytosol,1.0
HACD25i,3hhdd7coa,Cytosol,-1.0
HACD25i,3ohdd7coa,Cytosol,1.0
HACD25i,h,Cytosol,1.0
HACD25i,nad,Cytosol,-1.0
HACD25i,nadh,Cytosol,1.0
SBO3tex,sbo3,Extra-organism,-1.0
SBO3tex,sbo3,Periplasm,1.0
HACD26i,3hdd5coa,Cytosol,-1.0
HACD26i,3odd5coa,Cytosol,1.0
HACD26i,h,Cytosol,1.0
HACD26i,nad,Cytosol,-1.0
HACD26i,nadh,Cytosol,1.0
HACD27i,3hptslacoa,Cytosol,-1.0
HACD27i,3optslacoa,Cytosol,1.0
HACD27i,h,Cytosol,1.0
HACD27i,nad,Cytosol,-1.0
HACD27i,nadh,Cytosol,1.0
HACD28i,3hhdd4coa,Cytosol,-1.0
HACD28i,3ohdd4coa,Cytosol,1.0
HACD28i,h,Cytosol,1.0
HACD28i,nad,Cytosol,-1.0
HACD28i,nadh,Cytosol,1.0
HACD29i,3hlnlccoa,Cytosol,-1.0
HACD29i,3olnlccoa,Cytosol,1.0
HACD29i,h,Cytosol,1.0
HACD29i,nad,Cytosol,-1.0
HACD29i,nadh,Cytosol,1.0
HACD2i,3hhcoa,Cytosol,-1.0
HACD2i,3ohcoa,Cytosol,1.0
HACD2i,h,Cytosol,1.0
HACD2i,nad,Cytosol,-1.0
HACD2i,nadh,Cytosol,1.0
HACD30i,3hhd710coa,Cytosol,-1.0
HACD30i,3ohd710coa,Cytosol,1.0
HACD30i,h,Cytosol,1.0
HACD30i,nad,Cytosol,-1.0
HACD30i,nadh,Cytosol,1.0
HACD31i,3hhd58coa,Cytosol,-1.0
HACD31i,3ohd58coa,Cytosol,1.0
HACD31i,h,Cytosol,1.0
HACD31i,nad,Cytosol,-1.0
HACD31i,nadh,Cytosol,1.0
HACD32i,3hdd6coa,Cytosol,-1.0
HACD32i,3odd6coa,Cytosol,1.0
HACD32i,h,Cytosol,1.0
HACD32i,nad,Cytosol,-1.0
HACD32i,nadh,Cytosol,1.0
HACD33i,3hdec4coa,Cytosol,-1.0
HACD33i,3odec4coa,Cytosol,1.0
HACD33i,h,Cytosol,1.0
HACD33i,nad,Cytosol,-1.0
HACD33i,nadh,Cytosol,1.0
HACD3i,3hocoa,Cytosol,-1.0
HACD3i,3oocoa,Cytosol,1.0
HACD3i,h,Cytosol,1.0
HACD3i,nad,Cytosol,-1.0
HACD3i,nadh,Cytosol,1.0
HACD4i,3hdcoa,Cytosol,-1.0
HACD4i,3odcoa,Cytosol,1.0
HACD4i,h,Cytosol,1.0
HACD4i,nad,Cytosol,-1.0
HACD4i,nadh,Cytosol,1.0
HACD5i,3hddcoa,Cytosol,-1.0
HACD5i,3oddcoa,Cytosol,1.0
HACD5i,h,Cytosol,1.0
HACD5i,nad,Cytosol,-1.0
HACD5i,nadh,Cytosol,1.0
HACD6i,3htdcoa,Cytosol,-1.0
HACD6i,3otdcoa,Cytosol,1.0
HACD6i,h,Cytosol,1.0
HACD6i,nad,Cytosol,-1.0
HACD6i,nadh,Cytosol,1.0
HACD7i,3hhdcoa,Cytosol,-1.0
HACD7i,3ohdcoa,Cytosol,1.0
HACD7i,h,Cytosol,1.0
HACD7i,nad,Cytosol,-1.0
HACD7i,nadh,Cytosol,1.0
HACD8i,3hodcoa,Cytosol,-1.0
HACD8i,3ohodcoa,Cytosol,1.0
HACD8i,h,Cytosol,1.0
HACD8i,nad,Cytosol,-1.0
HACD8i,nadh,Cytosol,1.0
HACD9,2maacoa,Cytosol,1.0
HACD9,3hmbcoa,Cytosol,-1.0
HACD9,h,Cytosol,1.0
HACD9,nad,Cytosol,-1.0
HACD9,nadh,Cytosol,1.0
HVCD,3hptcoa,Cytosol,1.0
HVCD,3optcoa,Cytosol,-1.0
HVCD,h,Cytosol,-1.0
HVCD,nad,Cytosol,1.0
HVCD,nadh,Cytosol,-1.0
HADPCOADH3,3hadpcoa,Cytosol,-1.0
HADPCOADH3,h,Cytosol,1.0
HADPCOADH3,nad,Cytosol,-1.0
HADPCOADH3,nadh,Cytosol,1.0
HADPCOADH3,oxadpcoa,Cytosol,1.0
HAT40tex,3h4atb,Extra-organism,1.0
HAT40tex,3h4atb,Periplasm,-1.0
HAT40tpp,3h4atb,Cytosol,1.0
HAT40tpp,3h4atb,Periplasm,-1.0
HATBH,3h4atb,Cytosol,1.0
HATBH,3h4atbcoa,Cytosol,-1.0
HATBH,coa,Cytosol,1.0
HATBH,h2o,Cytosol,-1.0
HATBH,h,Cytosol,1.0
HBZOPT,3ophb,Cytosol,1.0
HBZOPT,4hbz,Cytosol,-1.0
HBZOPT,octdp,Cytosol,-1.0
HBZOPT,ppi,Cytosol,1.0
HCO3E,co2,Cytosol,-1.0
HCO3E,h2o,Cytosol,-1.0
HCO3E,h,Cytosol,1.0
HCO3E,hco3,Cytosol,1.0
HCYSMT,ahcys,Cytosol,1.0
HCYSMT,amet,Cytosol,-1.0
HCYSMT,h,Cytosol,1.0
HCYSMT,hcys__L,Cytosol,-1.0
HCYSMT,met__L,Cytosol,1.0
HCYSMT2,h,Cytosol,1.0
HCYSMT2,hcys__L,Cytosol,-1.0
HCYSMT2,met__L,Cytosol,2.0
HCYSMT2,mmet,Cytosol,-1.0
HCYStabcpp,adp,Cytosol,1.0
HCYStabcpp,atp,Cytosol,-1.0
HCYStabcpp,h2o,Cytosol,-1.0
HCYStabcpp,h,Cytosol,1.0
HCYStabcpp,hcys__L,Cytosol,1.0
HCYStabcpp,hcys__L,Periplasm,-1.0
HCYStabcpp,pi,Cytosol,1.0
HCYStex,hcys__L,Extra-organism,-1.0
HCYStex,hcys__L,Periplasm,1.0
HDCAtexi,hdca,Extra-organism,-1.0
HDCAtexi,hdca,Periplasm,1.0
HDCEAtexi,hdcea,Extra-organism,-1.0
HDCEAtexi,hdcea,Periplasm,1.0
CTECOAI7,hdcoa,Cytosol,-1.0
CTECOAI7,hdd2coa,Cytosol,1.0
HEMEOS,frdp,Cytosol,-1.0
HEMEOS,h2o,Cytosol,-1.0
HEMEOS,hemeO,Cytosol,1.0
HEMEOS,pheme,Cytosol,-1.0
HEMEOS,ppi,Cytosol,1.0
HEPCT,cbp,Cytosol,-1.0
HEPCT,h,Cytosol,1.0
HEPCT,icore_kt,Cytosol,1.0
HEPCT,phethapphlipa,Cytosol,-1.0
HEPCT,pi,Cytosol,1.0
HEPK1_kt,adp,Cytosol,1.0
HEPK1_kt,atp,Cytosol,-1.0
HEPK1_kt,h,Cytosol,1.0
HEPK1_kt,hhlipa_kt,Cytosol,-1.0
HEPK1_kt,hphlipa_kt,Cytosol,1.0
HEPK2_kt,adp,Cytosol,1.0
HEPK2_kt,atp,Cytosol,-1.0
HEPK2_kt,h,Cytosol,1.0
HEPK2_kt,hphlipa_kt,Cytosol,-1.0
HEPK2_kt,hpphlipa_kt,Cytosol,1.0
HEPK3_kt,adp,Cytosol,1.0
HEPK3_kt,atp,Cytosol,-1.0
HEPK3_kt,h,Cytosol,1.0
HEPK3_kt,hethapphlipa,Cytosol,-1.0
HEPK3_kt,phethapphlipa,Cytosol,1.0
HEPT1_kt,adp,Cytosol,1.0
HEPT1_kt,adphep_LD,Cytosol,-1.0
HEPT1_kt,h,Cytosol,1.0
HEPT1_kt,hlipa_kt,Cytosol,1.0
HEPT1_kt,lipa_oh,Cytosol,-1.0
HEPT2_kt,adp,Cytosol,1.0
HEPT2_kt,adphep_LD,Cytosol,-1.0
HEPT2_kt,h,Cytosol,1.0
HEPT2_kt,hhlipa_kt,Cytosol,1.0
HEPT2_kt,hlipa_kt,Cytosol,-1.0
HEX1,adp,Cytosol,1.0
HEX1,atp,Cytosol,-1.0
HEX1,g6p,Cytosol,1.0
HEX1,glc__D,Cytosol,-1.0
HEX1,h,Cytosol,1.0
HG2t3pp,h,Cytosol,1.0
HG2t3pp,h,Periplasm,-1.0
HG2t3pp,hg2,Cytosol,-1.0
HG2t3pp,hg2,Periplasm,1.0
HG2tex,hg2,Extra-organism,-1.0
HG2tex,hg2,Periplasm,1.0
HG2tppi,hg2,Cytosol,1.0
HG2tppi,hg2,Periplasm,-1.0
HGENTISt2pp,h,Cytosol,1.0
HGENTISt2pp,h,Periplasm,-1.0
HGENTISt2pp,hgentis,Cytosol,1.0
HGENTISt2pp,hgentis,Periplasm,-1.0
HGENTIStex,hgentis,Extra-organism,-1.0
HGENTIStex,hgentis,Periplasm,1.0
HGNTOR,4mlacac,Cytosol,1.0
HGNTOR,h,Cytosol,1.0
HGNTOR,hgentis,Cytosol,-1.0
HGNTOR,o2,Cytosol,-1.0
HIBDkt,3hmp,Cytosol,-1.0
HIBDkt,h,Cytosol,1.0
HIBDkt,mmtsa,Cytosol,1.0
HIBDkt,nad,Cytosol,-1.0
HIBDkt,nadh,Cytosol,1.0
HISDr,his__L,Cytosol,-1.0
HISDr,nh4,Cytosol,1.0
HISDr,urcan,Cytosol,1.0
HISGLYabcpp,adp,Cytosol,1.0
HISGLYabcpp,atp,Cytosol,-1.0
HISGLYabcpp,h2o,Cytosol,-1.0
HISGLYabcpp,h,Cytosol,1.0
HISGLYabcpp,hisgly,Cytosol,1.0
HISGLYabcpp,hisgly,Periplasm,-1.0
HISGLYabcpp,pi,Cytosol,1.0
HISGLYtex,hisgly,Extra-organism,-1.0
HISGLYtex,hisgly,Periplasm,1.0
HISHISabcpp,adp,Cytosol,1.0
HISHISabcpp,atp,Cytosol,-1.0
HISHISabcpp,h2o,Cytosol,-1.0
HISHISabcpp,h,Cytosol,1.0
HISHISabcpp,hishis,Cytosol,1.0
HISHISabcpp,hishis,Periplasm,-1.0
HISHISabcpp,pi,Cytosol,1.0
HISHIStex,hishis,Extra-organism,-1.0
HISHIStex,hishis,Periplasm,1.0
HISTD,h2o,Cytosol,-1.0
HISTD,h,Cytosol,3.0
HISTD,his__L,Cytosol,1.0
HISTD,histd,Cytosol,-1.0
HISTD,nad,Cytosol,-2.0
HISTD,nadh,Cytosol,2.0
HISTP,h2o,Cytosol,-1.0
HISTP,hisp,Cytosol,-1.0
HISTP,histd,Cytosol,1.0
HISTP,pi,Cytosol,1.0
HISabcpp,adp,Cytosol,1.0
HISabcpp,atp,Cytosol,-1.0
HISabcpp,h2o,Cytosol,-1.0
HISabcpp,h,Cytosol,1.0
HISabcpp,his__L,Cytosol,1.0
HISabcpp,his__L,Periplasm,-1.0
HISabcpp,pi,Cytosol,1.0
HISt2rpp,h,Cytosol,1.0
HISt2rpp,h,Periplasm,-1.0
HISt2rpp,his__L,Cytosol,1.0
HISt2rpp,his__L,Periplasm,-1.0
HIStex,his__L,Extra-organism,-1.0
HIStex,his__L,Periplasm,1.0
HIUH_c,5hiu,Cytosol,-1.0
HIUH_c,5houdic,Cytosol,1.0
HIUH_c,h2o,Cytosol,-1.0
HMBS,h2o,Cytosol,-1.0
HMBS,hmbil,Cytosol,1.0
HMBS,nh4,Cytosol,4.0
HMBS,ppbng,Cytosol,-4.0
HMGL,acac,Cytosol,1.0
HMGL,accoa,Cytosol,1.0
HMGL,hmgcoa,Cytosol,-1.0
HMPK1,4ahmmp,Cytosol,-1.0
HMPK1,4ampm,Cytosol,1.0
HMPK1,adp,Cytosol,1.0
HMPK1,atp,Cytosol,-1.0
HMPK1,h,Cytosol,1.0
HMSD,2hmc,Cytosol,1.0
HMSD,2hmcnsad,Cytosol,-1.0
HMSD,h2o,Cytosol,-1.0
HMSD,h,Cytosol,3.0
HMSD,nad,Cytosol,-1.0
HMSD,nadh,Cytosol,1.0
HMSD2,h2o,Cytosol,-1.0
HMSD2,h,Cytosol,2.0
HMSD2,hmccm,Cytosol,1.0
HMSD2,hmccms,Cytosol,-1.0
HMSD2,nad,Cytosol,-1.0
HMSD2,nadh,Cytosol,1.0
HMSH,2hmcnsad,Cytosol,-1.0
HMSH,for,Cytosol,1.0
HMSH,h2o,Cytosol,-1.0
HMSH,h,Cytosol,2.0
HMSH,op4en,Cytosol,1.0
HMSH2,2hchd,Cytosol,1.0
HMSH2,for,Cytosol,1.0
HMSH2,h2o,Cytosol,-1.0
HMSH2,h,Cytosol,1.0
HMSH2,hmccms,Cytosol,-1.0
HMSH3,ac,Cytosol,1.0
HMSH3,cchoxod,Cytosol,-1.0
HMSH3,h2o,Cytosol,-1.0
HMSH3,h,Cytosol,1.0
HMSH3,op4en,Cytosol,1.0
HOMt2pp,h,Cytosol,1.0
HOMt2pp,h,Periplasm,-1.0
HOMt2pp,hom__L,Cytosol,-1.0
HOMt2pp,hom__L,Periplasm,1.0
HOMtex,hom__L,Extra-organism,-1.0
HOMtex,hom__L,Periplasm,1.0
HOMtpp,h,Cytosol,1.0
HOMtpp,h,Periplasm,-1.0
HOMtpp,hom__L,Cytosol,1.0
HOMtpp,hom__L,Periplasm,-1.0
HOPNTAL,4h2opntn,Cytosol,-1.0
HOPNTAL,acald,Cytosol,1.0
HOPNTAL,pyr,Cytosol,1.0
HOPNTAL2,4hoxoh,Cytosol,-1.0
HOPNTAL2,ppal,Cytosol,1.0
HOPNTAL2,pyr,Cytosol,1.0
HOXG,biliverd,Cytosol,1.0
HOXG,co,Cytosol,1.0
HOXG,fe2,Cytosol,1.0
HOXG,h2o,Cytosol,3.0
HOXG,h,Cytosol,-5.0
HOXG,nadp,Cytosol,3.0
HOXG,nadph,Cytosol,-3.0
HOXG,o2,Cytosol,-3.0
HOXG,pheme,Cytosol,-1.0
HPAtexi,hpta,Extra-organism,-1.0
HPAtexi,hpta,Periplasm,1.0
HPPK,2ahhmd,Cytosol,1.0
HPPK,2ahhmp,Cytosol,-1.0
HPPK,amp,Cytosol,1.0
HPPK,atp,Cytosol,-1.0
HPPK,h,Cytosol,1.0
HPYRI,2h3oppan,Cytosol,1.0
HPYRI,hpyr,Cytosol,-1.0
HPYRRy,glyc__R,Cytosol,1.0
HPYRRy,h,Cytosol,-1.0
HPYRRy,hpyr,Cytosol,-1.0
HPYRRy,nadp,Cytosol,1.0
HPYRRy,nadph,Cytosol,-1.0
HSDy,aspsa,Cytosol,1.0
HSDy,h,Cytosol,1.0
HSDy,hom__L,Cytosol,-1.0
HSDy,nadp,Cytosol,-1.0
HSDy,nadph,Cytosol,1.0
HSERTA,accoa,Cytosol,-1.0
HSERTA,achms,Cytosol,1.0
HSERTA,coa,Cytosol,1.0
HSERTA,hom__L,Cytosol,-1.0
HSK,adp,Cytosol,1.0
HSK,atp,Cytosol,-1.0
HSK,h,Cytosol,1.0
HSK,hom__L,Cytosol,-1.0
HSK,phom,Cytosol,1.0
HSTPT,akg,Cytosol,1.0
HSTPT,glu__L,Cytosol,-1.0
HSTPT,hisp,Cytosol,1.0
HSTPT,imacp,Cytosol,-1.0
HXAND,h2o,Cytosol,-1.0
HXAND,h,Cytosol,1.0
HXAND,hxan,Cytosol,-1.0
HXAND,nad,Cytosol,-1.0
HXAND,nadh,Cytosol,1.0
HXAND,xan,Cytosol,1.0
HXANt2pp,h,Cytosol,1.0
HXANt2pp,h,Periplasm,-1.0
HXANt2pp,hxan,Cytosol,1.0
HXANt2pp,hxan,Periplasm,-1.0
HXAtex,hxa,Extra-organism,-1.0
HXAtex,hxa,Periplasm,1.0
HXPRT,hxan,Cytosol,-1.0
HXPRT,imp,Cytosol,1.0
HXPRT,ppi,Cytosol,1.0
HXPRT,prpp,Cytosol,-1.0
HYGBDIAS,adp,Cytosol,2.0
HYGBDIAS,atp,Cytosol,-2.0
HYGBDIAS,gln__L,Cytosol,-2.0
HYGBDIAS,glu__L,Cytosol,2.0
HYGBDIAS,h2o,Cytosol,-1.0
HYGBDIAS,h,Cytosol,2.0
HYGBDIAS,hgbam,Cytosol,1.0
HYGBDIAS,hgbyr,Cytosol,-1.0
HYGBDIAS,ppi,Cytosol,1.0
HYXNtex,hxan,Extra-organism,-1.0
HYXNtex,hxan,Periplasm,1.0
Htex,h,Extra-organism,-1.0
Htex,h,Periplasm,1.0
I2FE2SR,h,Cytosol,4.0
I2FE2SR,G1G01-917-MONOMER_mod_pydx5p(2),Cytosol,1.0
I2FE2SR,G1G01-917-MONOMER_mod_pydx5p(2)_mod_SH(1),Cytosol,-1.0
I2FE2SR,G1G01-918-MONOMER_mod_2fe2s(2),Cytosol,1.0
I2FE2SR,G1G01-918-MONOMER,Cytosol,-1.0
I2FE2SS2fdx,fdxo_22,Cytosol,2.0
I2FE2SS2fdx,fdxr_22,Cytosol,-2.0
I2FE2SS2fdx,fe2,Cytosol,-2.0
I2FE2SS2fdx,h,Cytosol,4.0
I2FE2SS2fdx,G1G01-917-MONOMER_mod_pydx5p(2),Cytosol,2.0
I2FE2SS2fdx,G1G01-917-MONOMER_mod_pydx5p(2)_mod_SH(1),Cytosol,-2.0
I2FE2SS2fdx,curate,Cytosol,1.0
I2FE2SS2fdx,G1G01-918-MONOMER_mod_2fe2s(2),Cytosol,-1.0
I2FE2SSfdx,fdxo_22,Cytosol,2.0
I2FE2SSfdx,fdxr_22,Cytosol,-2.0
I2FE2SSfdx,fe2,Cytosol,-2.0
I2FE2SSfdx,h,Cytosol,4.0
I2FE2SSfdx,G1G01-917-MONOMER_mod_pydx5p(2),Cytosol,2.0
I2FE2SSfdx,G1G01-917-MONOMER_mod_pydx5p(2)_mod_SH(1),Cytosol,-2.0
I2FE2SSfdx,G1G01-918-MONOMER_mod_2fe2s(2),Cytosol,1.0
I2FE2SSfdx,G1G01-918-MONOMER,Cytosol,-1.0
I2FE2ST,2fe2s,Cytosol,1.0
I2FE2ST,h,Cytosol,-4.0
I2FE2ST,G1G01-918-MONOMER_mod_2fe2s(2),Cytosol,-1.0
I2FE2ST,G1G01-918-MONOMER,Cytosol,1.0
I4FE4SRfdx,fdxo_22,Cytosol,2.0
I4FE4SRfdx,fdxr_22,Cytosol,-2.0
I4FE4SRfdx,h,Cytosol,-4.0
I4FE4SRfdx,curate,Cytosol,-1.0
I4FE4SRfdx,G1G01-918-MONOMER_mod_4fe4s(1),Cytosol,1.0
I4FE4ST,4fe4s,Cytosol,1.0
I4FE4ST,h,Cytosol,-4.0
I4FE4ST,G1G01-918-MONOMER_mod_4fe4s(1),Cytosol,-1.0
I4FE4ST,G1G01-918-MONOMER,Cytosol,1.0
ICDHyr,akg,Cytosol,1.0
ICDHyr,co2,Cytosol,1.0
ICDHyr,icit,Cytosol,-1.0
ICDHyr,nadp,Cytosol,-1.0
ICDHyr,nadph,Cytosol,1.0
ICITt4pp,icit,Cytosol,1.0
ICITt4pp,icit,Periplasm,-1.0
ICITt4pp,na1,Cytosol,1.0
ICITt4pp,na1,Periplasm,-1.0
ICITt_kt,h,Cytosol,1.0
ICITt_kt,h,Periplasm,-1.0
ICITt_kt,icit,Cytosol,1.0
ICITt_kt,icit,Periplasm,-1.0
ICITtex,icit,Extra-organism,-1.0
ICITtex,icit,Periplasm,1.0
ICL,glx,Cytosol,1.0
ICL,icit,Cytosol,-1.0
ICL,succ,Cytosol,1.0
ICYSDS,ala__L,Cytosol,1.0
ICYSDS,cys__L,Cytosol,-1.0
ICYSDS,G1G01-917-MONOMER_mod_pydx5p(2),Cytosol,-1.0
ICYSDS,G1G01-917-MONOMER_mod_pydx5p(2)_mod_SH(1),Cytosol,1.0
IG3PS,aicar,Cytosol,1.0
IG3PS,eig3p,Cytosol,1.0
IG3PS,gln__L,Cytosol,-1.0
IG3PS,glu__L,Cytosol,1.0
IG3PS,h,Cytosol,1.0
IG3PS,prlp,Cytosol,-1.0
IGPDH,eig3p,Cytosol,-1.0
IGPDH,h2o,Cytosol,1.0
IGPDH,imacp,Cytosol,1.0
IGPS,2cpr5p,Cytosol,-1.0
IGPS,3ig3p,Cytosol,1.0
IGPS,co2,Cytosol,1.0
IGPS,h2o,Cytosol,1.0
IGPS,h,Cytosol,-1.0
ILEDHr_1,3mop,Cytosol,1.0
ILEDHr_1,h2o,Cytosol,-1.0
ILEDHr_1,h,Cytosol,1.0
ILEDHr_1,ile__L,Cytosol,-1.0
ILEDHr_1,nad,Cytosol,-1.0
ILEDHr_1,nadh,Cytosol,1.0
ILEDHr_1,nh4,Cytosol,1.0
ILETA,3mop,Cytosol,1.0
ILETA,akg,Cytosol,-1.0
ILETA,glu__L,Cytosol,1.0
ILETA,ile__L,Cytosol,-1.0
ILEabcpp,adp,Cytosol,1.0
ILEabcpp,atp,Cytosol,-1.0
ILEabcpp,h2o,Cytosol,-1.0
ILEabcpp,h,Cytosol,1.0
ILEabcpp,ile__L,Cytosol,1.0
ILEabcpp,ile__L,Periplasm,-1.0
ILEabcpp,pi,Cytosol,1.0
ILEt2rpp,h,Cytosol,1.0
ILEt2rpp,h,Periplasm,-1.0
ILEt2rpp,ile__L,Cytosol,1.0
ILEt2rpp,ile__L,Periplasm,-1.0
ILEtex,ile__L,Extra-organism,-1.0
ILEtex,ile__L,Periplasm,1.0
IMPC,fprica,Cytosol,1.0
IMPC,h2o,Cytosol,-1.0
IMPC,imp,Cytosol,-1.0
IMPD,h2o,Cytosol,-1.0
IMPD,h,Cytosol,1.0
IMPD,imp,Cytosol,-1.0
IMPD,nad,Cytosol,-1.0
IMPD,nadh,Cytosol,1.0
IMPD,xmp,Cytosol,1.0
IND3ACtex,ind3ac,Extra-organism,1.0
IND3ACtex,ind3ac,Periplasm,-1.0
IND3ACtpp,h,Cytosol,1.0
IND3ACtpp,h,Periplasm,-1.0
IND3ACtpp,ind3ac,Cytosol,-1.0
IND3ACtpp,ind3ac,Periplasm,1.0
INDOLEt5,h,Cytosol,1.0
INDOLEt5,h,Periplasm,-1.0
INDOLEt5,indole,Cytosol,-1.0
INDOLEt5,indole,Extra-organism,1.0
INDOLEt6,h,Cytosol,1.0
INDOLEt6,h,Periplasm,-1.0
INDOLEt6,indole,Extra-organism,1.0
INDOLEt6,indole,Periplasm,-1.0
INDOLEtex,indole,Extra-organism,-1.0
INDOLEtex,indole,Periplasm,1.0
INDOLEtpp,indole,Cytosol,1.0
INDOLEtpp,indole,Periplasm,-1.0
INSH,h2o,Cytosol,-1.0
INSH,hxan,Cytosol,1.0
INSH,ins,Cytosol,-1.0
INSH,rib__D,Cytosol,1.0
INStex,ins,Extra-organism,-1.0
INStex,ins,Periplasm,1.0
