Reaction	Complexes
PPA	ZMO0985-MONOMER_mod_cobalt2(1) OR ZMO1507-MONOMER_mod_mg2(1) OR ZMO0403-MONOMER_mod_mg2(1)
PPA2	ZMO0403-MONOMER_mod_mg2(1) OR ZMO0985-MONOMER_mod_cobalt2(1)
PPBNGS	ZMO1879-MONOMER_mod_zn2(1)
PPC	ZMO1496-MONOMER_mod_mg2(1)
PPCDC	ZMO1190-MONOMER_mod_fmn(1) OR ZMO1190-MONOMER_mod_mg2(1)
PPGPPDP	ZMO0086-MONOMER
PPK2r	ZMO0712-MONOMER
PPKr	ZMO0712-MONOMER
PPNCL2	ZMO1190-MONOMER_mod_fmn(1) OR ZMO1190-MONOMER_mod_mg2(1)
PPND	ZMO0420-MONOMER
PPNDH	ZMO1678-MONOMER
PRAGSr	ZMO0299-MONOMER
PRAIS	ZMO0709-MONOMER_mod_k(1)_mod_mg2(1)
PRAIi	ZMO0586-MONOMER
PRAMPC	ZMO1178-MONOMER
PRASCSi	ZMO1052-MONOMER
PRATPP	ZMO1499-MONOMER
PRFGS	CPLX_PRFGS-0
PRMICI	ZMO1501-MONOMER
PROTEINr_ZM	CPLX_PROTEINr_ZM-0
PROTRS	ZMO0460-MONOMER
PRPPS	ZMO1519-MONOMER_mod_mg2(1)_mod_pi(1) OR ZMO1519-MONOMER_mod_mn2(1)_mod_pi(1)
PSCVT	ZMO1796-MONOMER
PSD_ZM	ZMO1160-MONOMER
PSERT	ZMO1684-MONOMER
PSP_L	ZMO1137-MONOMER_mod_mg2(1)
PSSA_ZM	ZMO1159-MONOMER
PTPATi	ZMO0854-MONOMER_mod_mg2(1)
PYAM5PO	ZMO0851-MONOMER_mod_fmn(1)
PYK	ZMO0152-MONOMER
PYRDC	ZMO1360-MONOMER
PYRDC3	ZMO1360-MONOMER
QULNS	ZMO1871-MONOMER_mod_4fe4s(1)
RBFK	ZMO0322-MONOMER
RBFSa	ZMO0473-MONOMER
RBFSb	ZMO0475-MONOMER
RNDR1b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1 OR CPLX_RNDR1b-2
RNDR2b	CPLX_RNDR1b-1 OR CPLX_RNDR1b-0 OR CPLX_RNDR1b-2
RNDR3b	CPLX_RNDR1b-1 OR CPLX_RNDR1b-2 OR CPLX_RNDR1b-0
RNDR4b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1 OR CPLX_RNDR1b-2
RNTR1c2	CPLX_RNTR1c2-0
RNTR2c2	CPLX_RNTR1c2-0
RNTR3c2	CPLX_RNTR1c2-0
RNTR4c2	CPLX_RNTR1c2-0
RPE	ZMO0018-MONOMER
RPI	ZMO1200-MONOMER
S2FE2SR	CPLX_S2FE2SR-0
S2FE2SS	CPLX_S2FE2SS-0
S2FE2SS2	CPLX_S2FE2SS-0
S2FE2ST	CPLX_S2FE2ST-0
S4FE4SR	CPLX_S4FE4SR-0
S4FE4ST	CPLX_S2FE2ST-0
SADH	ZMO1172-MONOMER
SADT2	CPLX_SADT2-0
SCYSDS	CPLX_SCYSDS-0
SDPDS	ZMO1632-MONOMER_mod_zn2(1)_mod_cobalt2(1)
SDPTA	ZMO0408-MONOMER_mod_pydx5p(1)
SERAT	ZMO1730-MONOMER
SERD_L	ZMO0189-MONOMER_mod_4fe4s(1)
SERTRS	ZMO0986-MONOMER_mod_mg2(1)
SERTRS2	ZMO0986-MONOMER_mod_mg2(1)
SGSAD	ZMO1272-MONOMER
SHC1	ZMO0872-MONOMER OR ZMO1548-MONOMER
SHC2	ZMO0872-MONOMER OR ZMO1548-MONOMER
SHCHD2	ZMO0006-MONOMER
SHCHF	ZMO0006-MONOMER
SHK3Dr	ZMO0041-MONOMER
SHKK	ZMO0594-MONOMER_mod_mg2(1) OR ZMO0594-MONOMER_mod_mn2(1) OR ZMO0594-MONOMER_mod_cobalt2(1) OR ZMO0594-MONOMER_mod_fe2(1) OR ZMO0594-MONOMER_mod_ca2(1) OR ZMO0594-MONOMER_mod_k(1)
SHSL1	ZMO0676-MONOMER_mod_pydx5p(1)
SO4t2pp	ZMO0546-MONOMER
SORD_D2	ZMO0788-MONOMER OR ZMO1284-MONOMER
SOTA	ZMO0408-MONOMER_mod_pydx5p(1)
SQLS	ZMO0869-MONOMER OR ZMO0870-MONOMER
SSALx	ZMO1754-MONOMER
SSALy	ZMO1754-MONOMER
SUCOAS	CPLX_SUCOAS-0
SULFACabcpp	CPLX_BUTSO3abcpp-0
SULRi	CPLX_FADRx2-0
T2DECAI	ZMO1146-MONOMER
THDPS	ZMO0431-MONOMER
THFAT	ZMO1201-MONOMER
THRA2i	ZMO1201-MONOMER OR ZMO1347-MONOMER_mod_pydx5p(1)
THRAi	ZMO1201-MONOMER OR ZMO1347-MONOMER_mod_pydx5p(1)
THRD_L	ZMO1275-MONOMER_mod_pydx5p(1)
THRS	ZMO1891-MONOMER_mod_pydx5p(1)
THRTRS	ZMO0765-MONOMER
TKT1	ZMO0176-MONOMER
TKT2	ZMO0176-MONOMER
TMDK1	ZMO0552-MONOMER_mod_mg2(1)
TMDS	ZMO1755-MONOMER_mod_mg2(1)
TMPK	ZMO1553-MONOMER_mod_mg2(1)
TMPPP	ZMO0332-MONOMER_mod_mg2(1) OR ZMO1425-MONOMER
TPI	ZMO0465-MONOMER
TRDR	CPLX_TRDR-0
TRPS1	CPLX_TRPS1-0_mod_pydx5p(1)
TRPS2	CPLX_TRPS1-0_mod_pydx5p(1)
TRPS3	CPLX_TRPS1-0_mod_pydx5p(1)
TRPTRS	ZMO1640-MONOMER_mod_mg2(1)
TYRL	ZMO0738-MONOMER
TYRTA	ZMO0937-MONOMER_mod_pydx5p(1) OR ZMO0342-MONOMER OR ZMO0421-MONOMER_mod_pydx5p(1)
TYRTRS	ZMO1643-MONOMER
UAAGDS	ZMO0826-MONOMER
UAGCVT	ZMO1724-MONOMER
UAGDP	ZMO0498-MONOMER_mod_mg2(1)
UAGPT3	ZMO0831-MONOMER
UAMAGS	ZMO0829-MONOMER_mod_k(1)_mod_mg2(1)
UAMAS	ZMO0832-MONOMER_mod_mg2(1)
UAPGR	ZMO0833-MONOMER_mod_fad(1)
UDCPDP	ZMO1115-MONOMER
UDCPDPS	ZMO1152-MONOMER_mod_mg2(1)
UDCPDPpp	ZMO1115-MONOMER
UDPGD	ZMO0819-MONOMER
UGE	ZMO0941-MONOMER_mod_nad(1)
UGMDDS	ZMO0827-MONOMER
UMPK	ZMO1797-MONOMER_mod_mg2(1) OR ZMO1154-MONOMER
UPP3MT	ZMO0006-MONOMER OR ZMO1271-MONOMER
UPP3S	ZMO1902-MONOMER
UPPDC1	ZMO1998-MONOMER
VALTA	ZMO0913-MONOMER_mod_pydx5p(6) OR ZMO0913-MONOMER_mod_pydx5p(1)
VALTRS	ZMO1878-MONOMER
XPPT	ZMO0656-MONOMER
XYLR	ZMO0976-MONOMER
XYLtpp	ZMO0366-MONOMER
ZN2t3pp	ZMO0866-MONOMER
