complex_id,name,genes,mod,replace
CPLX_G3PEabcpp-2,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),222.273.peg.3154() AND 222.273.peg.146() AND 222.273.peg.3156() AND 222.273.peg.3155(),,
CPLX_GTHRDabcpp-0,Reduced glutathione via ABC system (periplasm),222.273.peg.1453() AND 222.273.peg.1452() AND 222.273.peg.1448() AND 222.273.peg.1451(),,
CPLX_GTHRDabcpp-1,Reduced glutathione via ABC system (periplasm),222.273.peg.1453() AND 222.273.peg.1452() AND 222.273.peg.1449() AND 222.273.peg.1451(),,
CPLX_GTHRDabcpp-2,Reduced glutathione via ABC system (periplasm),222.273.peg.1453() AND 222.273.peg.1452() AND 222.273.peg.1450() AND 222.273.peg.1451(),,
CPLX_GTHRDabcpp-3,Reduced glutathione via ABC system (periplasm),222.273.peg.1452(1) AND 222.273.peg.1451(1) AND 222.273.peg.2533(2) AND 222.273.peg.1453(1),,
CPLX_FE3DHBZStonex-0,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",222.273.peg.1333() AND 222.273.peg.1893(),,
CPLX_FE3DHBZStonex-1,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",222.273.peg.1893() AND 222.273.peg.431(),,
CPLX_FEOXAMtonex-0,Ferroxamine transport via ton system (extracellular),222.273.peg.1504() AND 222.273.peg.845(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),222.273.peg.1339() AND 222.273.peg.1340(),,
CPLX_CYTBO3_4pp-0,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5068() AND 222.273.peg.5071() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-1,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5068() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-2,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5068() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-3,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5068() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-4,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5069() AND 222.273.peg.5071() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-5,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5069() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-6,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5069() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-7,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5069() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-8,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5145(1) AND 222.273.peg.5070(1) AND 222.273.peg.5071(1) AND 222.273.peg.5142(1),,
CPLX_CYTBO3_4pp-9,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5142() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-10,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5142() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-11,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5070() AND 222.273.peg.5142() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-12,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5068() AND 222.273.peg.5071() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-13,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5068() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-14,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5068() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-15,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5068() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-16,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5069() AND 222.273.peg.5071() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-17,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5069() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-18,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5069() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-19,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5069() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-20,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5142() AND 222.273.peg.5071() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-21,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5142() AND 222.273.peg.5071() AND 222.273.peg.5072(),,
CPLX_CYTBO3_4pp-22,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5142() AND 222.273.peg.5144() AND 222.273.peg.5145(),,
CPLX_CYTBO3_4pp-23,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),222.273.peg.5143() AND 222.273.peg.5142() AND 222.273.peg.5144() AND 222.273.peg.5072(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,222.273.peg.886() AND 222.273.peg.651(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,222.273.peg.2266() AND 222.273.peg.886(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,222.273.peg.3972() AND 222.273.peg.886(),,
CPLX_MPTG-3,Murein polymerizing transglycosylase,222.273.peg.5968() AND 222.273.peg.886(),,
CPLX_MCTP1App-0,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),222.273.peg.5771() AND 222.273.peg.882() AND 222.273.peg.2266(),,
CPLX_MCTP1App-1,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),222.273.peg.5771() AND 222.273.peg.882() AND 222.273.peg.5968(),,
CPLX_SUCDi-0,Succinate dehydrogenase (irreversible),222.273.peg.1484() AND 222.273.peg.1485() AND 222.273.peg.1482() AND 222.273.peg.1483() AND 222.273.peg.1486() AND 222.273.peg.5623(),,
CPLX_DSBAO1-0,DsbA protein reoxidation reaction (aerobic),222.273.peg.2639() AND 222.273.peg.138(),,
CPLX_DSBDR-0,DsbD reductase,222.273.peg.2061() AND 222.273.peg.5978(),,
CPLX_CGLYabcpp-0,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),222.273.peg.2365() AND 222.273.peg.1455(),,
CPLX_CGLYabcpp-1,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),222.273.peg.2365() AND 222.273.peg.1456(),,
CPLX_CGLYabcpp-2,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),222.273.peg.2365() AND 222.273.peg.2369(),,
CPLX_GTHRDabc2pp-0,Glutathione export via ABC system (cytoplasm to periplasm),222.273.peg.5733() AND 222.273.peg.5734(),,
CPLX_GTHRDabc2pp-1,Glutathione export via ABC system (cytoplasm to periplasm),222.273.peg.5733() AND 222.273.peg.5735(),,
CPLX_GLYBt2pp-0,Glycine betaine transport via proton symport (periplasm),222.273.peg.2911() AND 222.273.peg.4756(),,
CPLX_LIPAabctex-0,Lipid A transport via ABC system (periplasm to extracellular),222.273.peg.4694() AND 222.273.peg.5746() AND 222.273.peg.5745() AND 222.273.peg.1423() AND 222.273.peg.650() AND 222.273.peg.5744() AND 222.273.peg.950(),,
CPLX_LIPAabctex-1,Lipid A transport via ABC system (periplasm to extracellular),222.273.peg.4695() AND 222.273.peg.5746() AND 222.273.peg.5745() AND 222.273.peg.1423() AND 222.273.peg.650() AND 222.273.peg.5744() AND 222.273.peg.950(),,
CPLX_FDH4pp-0,Formate dehydrogenase (quinone-8) (periplasm),222.273.peg.378(1) AND 222.273.peg.377(1) AND 222.273.peg.375(1),,
CPLX_ACPPAT140-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0),222.273.peg.1399() AND 222.273.peg.1395(),,
CPLX_MOADSUx-0,"MoaD sulfuration (nadh, assumed)",222.273.peg.4968() AND 222.273.peg.3866(),,
CPLX_BWCOGDS1-0,Tungsten bispterin guanine dinucleotide synthase (single GDP),222.273.peg.2789() AND 222.273.peg.4972(),,
CPLX_I2FE2SS-0,ISC [2Fe-2S] Synthesis,222.273.peg.3866() AND 222.273.peg.3865(),,
CPLX_I2FE2ST-0,ISC [2Fe-2S] Transfer,222.273.peg.3864() AND 222.273.peg.3865(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,222.273.peg.4967() AND 222.273.peg.2787(),,
CPLX_23DOGULNt4pp-0,"Na+/ 2,3-Dioxo-L-gulonate symport (periplasm)",222.273.peg.2174() AND 222.273.peg.2173(),,
CPLX_SELabcpp-0,Selenatenate transport via ABC system (periplasm),222.273.peg.1589(2) AND 222.273.peg.2926(1) AND 222.273.peg.2927(1) AND 222.273.peg.2928(1),,
CPLX_SELabcpp-1,Selenatenate transport via ABC system (periplasm),222.273.peg.1586(1) AND 222.273.peg.1589(2) AND 222.273.peg.2926(1) AND 222.273.peg.2927(1),,
CPLX_THZPSN3-0,Thiazole phosphate synthesis,222.273.peg.3866() AND 222.273.peg.5684(),,
CPLX_MEPNabcpp-0,Methylpshophonic acid abc transporter,222.273.peg.4881() AND 222.273.peg.4884() AND 222.273.peg.4882(),,
CPLX_MEPNabcpp-1,Methylpshophonic acid abc transporter,222.273.peg.4881() AND 222.273.peg.4884() AND 222.273.peg.4883(),,
CPLX_OXDHCOAT-0,"3-oxo-5,6-dehydrosuberyl-CoA thiolase",222.273.peg.1609() AND 222.273.peg.3978(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),222.273.peg.2498() AND 222.273.peg.2499() AND 222.273.peg.2497() AND 222.273.peg.2498(),,
CPLX_MCCC-0,Methylcrotonoyl-CoA carboxylase,222.273.peg.123() AND 222.273.peg.124(),,
CPLX_ALPHNH-0,Allophanate hydrolase,222.273.peg.517() AND 222.273.peg.241(),,
CPLX_ALPHNH-1,Allophanate hydrolase,222.273.peg.517() AND 222.273.peg.516(),,
CPLX_ALPHNH-2,Allophanate hydrolase,222.273.peg.240() AND 222.273.peg.241(),,
CPLX_ALPHNH-3,Allophanate hydrolase,222.273.peg.240() AND 222.273.peg.516(),,
222.273.peg.20-MONOMER,,,fmn(1),
222.273.peg.25-MONOMER,,,fad(1),
222.273.peg.53-MONOMER,,,fe2(1) AND zn2(1),
222.273.peg.53-MONOMER,,,mn2(1) AND zn2(1),
222.273.peg.53-MONOMER,,,cobalt2(1) AND zn2(1),
222.273.peg.88-MONOMER,,,pydx5p(1),
222.273.peg.140-MONOMER,,,mg2(1),
222.273.peg.218-MONOMER,,,mg2(1),
222.273.peg.218-MONOMER,,,mn2(1),
222.273.peg.219-MONOMER,,,pydx5p(1),
222.273.peg.220-MONOMER,,,mn2(1),
222.273.peg.265-MONOMER,,,mg2(1),
222.273.peg.265-MONOMER,,,ca2(1),
222.273.peg.270-MONOMER,,,mg2(1),
222.273.peg.288-MONOMER,,,fad(1),
222.273.peg.290-MONOMER,,,4fe4s(1),
222.273.peg.299-MONOMER,,,mg2(1),
222.273.peg.302-MONOMER,,,mn2(2),
222.273.peg.313-MONOMER,,,zn2(1),
222.273.peg.313-MONOMER,,,cobalt2(1),
222.273.peg.314-MONOMER,,,zn2(1),
222.273.peg.380-MONOMER,,,pydx5p(1),
222.273.peg.385-MONOMER,,,mg2(1),
222.273.peg.404-MONOMER,,,mg2(1) AND cl(1),
222.273.peg.409-MONOMER,,,Oxidized(1),
222.273.peg.411-MONOMER,,,4fe4s(1),
222.273.peg.496-MONOMER,,,mg2(1),
222.273.peg.543-MONOMER,,,zn2(1) AND cbl1(1),
222.273.peg.577-MONOMER,,,mg2(1),
222.273.peg.577-MONOMER,,,mn2(1),
222.273.peg.581-MONOMER,,,mg2(1) AND k(1),
222.273.peg.581-MONOMER,,,mg2(1) AND nh4(1),
222.273.peg.581-MONOMER,,,mn2(1) AND k(1),
222.273.peg.581-MONOMER,,,mn2(1) AND nh4(1),
222.273.peg.601-MONOMER,,,mg2(1),
222.273.peg.601-MONOMER,,,mn2(1),
222.273.peg.616-MONOMER,,,mg2(1),
222.273.peg.633-MONOMER,,,pydx5p(1),
222.273.peg.634-MONOMER,,,mg2(1),
222.273.peg.636-MONOMER,,,fad(1),
222.273.peg.663-MONOMER,,,mg2(1),
222.273.peg.690-MONOMER,,,mg2(1) AND zn2(1),
222.273.peg.709-MONOMER,,,2fe2s(1),
222.273.peg.709-MONOMER,,,4fe4s(1),
222.273.peg.710-MONOMER,,,mg2(1),
222.273.peg.791-MONOMER,,,mg2(1),
222.273.peg.797-MONOMER,,,zn2(1),
222.273.peg.877-MONOMER,,,zn2(2),
222.273.peg.885-MONOMER,,,k(1) AND mg2(1),
222.273.peg.888-MONOMER,,,mg2(1),
222.273.peg.914-MONOMER,,,fad(1),
222.273.peg.954-MONOMER,,,mg2(1),
222.273.peg.954-MONOMER,,,cobalt2(1),
222.273.peg.954-MONOMER,,,mn2(1),
222.273.peg.954-MONOMER,,,fe2(1),
222.273.peg.954-MONOMER,,,ca2(1),
222.273.peg.955-MONOMER,,,mg2(1) AND k(1),
222.273.peg.955-MONOMER,,,mn2(1) AND k(1),
222.273.peg.959-MONOMER,,,ni2(1),
222.273.peg.963-MONOMER,,,mg2(1),
222.273.peg.967-MONOMER,,,4fe4s(1),
222.273.peg.995-MONOMER,,,mg2(1),
222.273.peg.999-MONOMER,,,k(1) AND mg2(1),
222.273.peg.1001-MONOMER,,,mg2(2),
222.273.peg.1021-MONOMER,,,fmn(1),
222.273.peg.1039-MONOMER,,,mg2(1),
222.273.peg.1114-MONOMER,,,pydx5p(6),
222.273.peg.1114-MONOMER,,,pydx5p(1),
222.273.peg.1132-MONOMER,,,fmn(1),
222.273.peg.1147-MONOMER,,,fad(1),
222.273.peg.1152-MONOMER,,,mg2(1),
222.273.peg.1159-MONOMER,,,zn2(4),
222.273.peg.1170-MONOMER,,,mn2(1),
222.273.peg.1170-MONOMER,,,mg2(1),
222.273.peg.1204-MONOMER,,,mg2(1),
222.273.peg.1221-MONOMER,,,mg2(1),
222.273.peg.1227-MONOMER,,,pydx5p(1),
222.273.peg.1334-MONOMER,,,mg2(1),
222.273.peg.1335-MONOMER,,,mg2(1),
222.273.peg.1336-MONOMER,,,mg2(1),
222.273.peg.1336-MONOMER,,,mn2(1),
222.273.peg.1336-MONOMER,,,cobalt2(1),
222.273.peg.1337-MONOMER,,,mn2(1),
222.273.peg.1350-MONOMER,,,mg2(1),
222.273.peg.1374-MONOMER,,,fad(1),
222.273.peg.1381-MONOMER,,,zn2(1),
222.273.peg.1385-MONOMER,,,zn2(2),
222.273.peg.1399-MONOMER,,,pan4p(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND ac(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND mal(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND but2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND act(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND but(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ha(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND egme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND ogme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND gme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND hgme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND thex2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ohex(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND hex(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hhex(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND pim(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND epme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND opme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND pme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND hpme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND toct2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ooct(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND oc(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hoct(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND tdec2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND cdec3e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3odec(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND dca(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hdec(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND t3c5ddece(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ocddec5e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND tddec2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND cddec5e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3oddec(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hcddec5e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND ddca(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hddec(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND t3c7mrse(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ocmrs7e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND tde(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND tmrs2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3omrs(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hcmrs7e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND myrs(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hmrs(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND t3c9palme(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ocpalm9e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND hde(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND tpalm2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3opalm(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hcpalm9e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND palm(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hpalm(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND t3c11vace(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ocvac11e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND toctd2e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND octe(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3ooctd(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hcvac11e(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND ocdca(1),
222.273.peg.1399-MONOMER,,,pan4p(1) AND 3hocta(1),
222.273.peg.1409-MONOMER,,,mg2(2),
222.273.peg.1422-MONOMER,,,zn2(1),
222.273.peg.1437-MONOMER,,,pydx5p(1),
222.273.peg.1459-MONOMER,,,mg2(1),
222.273.peg.1462-MONOMER,,,mg2(4),
222.273.peg.1479-MONOMER,,,mg2(1),
222.273.peg.1490-MONOMER,,,mn2(1),
222.273.peg.1490-MONOMER,,,mg2(1),
222.273.peg.1496-MONOMER,,,pydx5p(1),
222.273.peg.1508-MONOMER,,,mg2(1),
222.273.peg.1513-MONOMER,,,mg2(1),
222.273.peg.1550-MONOMER,,,nad(1),
222.273.peg.1555-MONOMER,,,zn2(1),
222.273.peg.1558-MONOMER,,,pydx5p(1),
222.273.peg.1563-MONOMER,,,mg2(1),
222.273.peg.1570-MONOMER,,,nadp(1),
222.273.peg.1572-MONOMER,,,pydx5p(1),
222.273.peg.1600-MONOMER,,,mg2(2),
222.273.peg.1620-MONOMER,,,nadph(1) AND nadh(1) AND fad(1) AND cobalt2(1),
222.273.peg.1650-MONOMER,,,4fe4s(1),
222.273.peg.1669-MONOMER,,,mg2(1),
222.273.peg.1669-MONOMER,,,mn2(1),
222.273.peg.1670-MONOMER,,,thmpp(1),
222.273.peg.1707-MONOMER,,,zn2(1),
222.273.peg.1715-MONOMER,,,dpm(1),
222.273.peg.1720-MONOMER,,,mg2(1),
222.273.peg.1737-MONOMER,,,pydx5p(1),
222.273.peg.1739-MONOMER,,,mg2(1),
222.273.peg.1744-MONOMER,,,fe2(1),
222.273.peg.1897-MONOMER,,,mg2(1),
222.273.peg.1912-MONOMER,,,zn2(1),
222.273.peg.1954-MONOMER,,,mg2(1),
222.273.peg.2034-MONOMER,,,mn2(1),
222.273.peg.2035-MONOMER,,,mg2(1),
222.273.peg.2039-MONOMER,,,k(1) AND mg2(1),
222.273.peg.2060-MONOMER,,,mg2(3),
222.273.peg.2061-MONOMER,,,Oxidized(1),
222.273.peg.2084-MONOMER,,,zn2(4),
222.273.peg.2096-MONOMER,,,mg2(1),
222.273.peg.2097-MONOMER,,,mg2(1),
222.273.peg.2097-MONOMER,,,mn2(1),
222.273.peg.2097-MONOMER,,,ca2(1),
222.273.peg.2098-MONOMER,,,4fe4s(1),
222.273.peg.2100-MONOMER,,,mn2(1),
222.273.peg.2101-MONOMER,,,mg2(4),
222.273.peg.2112-MONOMER,,,mg2(1),
222.273.peg.2143-MONOMER,,,fmnh2(1),
222.273.peg.2143-MONOMER,,,fadh2(1),
222.273.peg.2159-MONOMER,,,mg2(1) AND mn2(1),
222.273.peg.2185-MONOMER,,,mn2(1),
222.273.peg.2185-MONOMER,,,2fe2s(1) AND mn2(1),
222.273.peg.2185-MONOMER,,,4fe4s(1) AND mn2(1),
222.273.peg.2190-MONOMER,,,4fe4s(1),
222.273.peg.2193-MONOMER,,,zn2(1),
222.273.peg.2195-MONOMER,,,mg2(1),
222.273.peg.2299-MONOMER,,,fad(1) AND pheme(1),
222.273.peg.2328-MONOMER,,,fad(1),
222.273.peg.2340-MONOMER,,,hco3(1),
222.273.peg.2635-MONOMER,,,mg2(1),
222.273.peg.2650-MONOMER,,,mg2(1),
222.273.peg.2651-MONOMER,,,mg2(1) AND k(1),
222.273.peg.2652-MONOMER,,,mn2(1),
222.273.peg.2652-MONOMER,,,cobalt2(1),
222.273.peg.2652-MONOMER,,,mg2(1),
222.273.peg.2668-MONOMER,,,mg2(1),
222.273.peg.2741-MONOMER,,,zn2(1),
222.273.peg.2788-MONOMER,,,zn2(1),
222.273.peg.2798-MONOMER,,,pydx5p(1),
222.273.peg.2898-MONOMER,,,pydx5p(1),
222.273.peg.2909-MONOMER,,,fe2(1),
222.273.peg.2968-MONOMER,,,hemed(6),
222.273.peg.2997-MONOMER,,,fad(1),
222.273.peg.3139-MONOMER,,,ca2(1) AND pqq(1),
222.273.peg.3202-MONOMER,,,mn2(1),
222.273.peg.3204-MONOMER,,,mg2(1),
222.273.peg.3210-MONOMER,,,mg2(1),
222.273.peg.3225-MONOMER,,,mg2(1),
222.273.peg.3226-MONOMER,,,mg2(1),
222.273.peg.3227-MONOMER,,,mn2(1),
222.273.peg.3261-MONOMER,,,ca2(1),
222.273.peg.3264-MONOMER,,,mg2(1),
222.273.peg.3270-MONOMER,,,4fe4s(1),
222.273.peg.3276-MONOMER,,,cobalt2(1),
222.273.peg.3292-MONOMER,,,zn2(2),
222.273.peg.3334-MONOMER,,,fad(1),
222.273.peg.3501-MONOMER,,,fe2(2),
222.273.peg.3505-MONOMER,,,cu2(1),
222.273.peg.3618-MONOMER,,,mg2(1),
222.273.peg.3688-MONOMER,,,pydx5p(1),
222.273.peg.3779-MONOMER,,,mg2(1),
222.273.peg.3789-MONOMER,,,hco3(1),
222.273.peg.3865-MONOMER,,,fe2(1),
222.273.peg.3865-MONOMER,,,fe2(2),
222.273.peg.3866-MONOMER,,,pydx5p(2),
222.273.peg.3871-MONOMER,,,pydx5p(1),
222.273.peg.3912-MONOMER,,,zn2(1) AND cobalt2(1),
222.273.peg.3931-MONOMER,,,zn2(2),
222.273.peg.3933-MONOMER,,,fmn(1),
222.273.peg.3933-MONOMER,,,mg2(1),
222.273.peg.3967-MONOMER,,,fad(1),
222.273.peg.3981-MONOMER,,,fe3(1),
222.273.peg.3987-MONOMER,,,mg2(1),
222.273.peg.3990-MONOMER,,,mg2(1),
222.273.peg.3991-MONOMER,,,mg2(1),
222.273.peg.3997-MONOMER,,,pydx5p(1),
222.273.peg.3998-MONOMER,,,mg2(1),
222.273.peg.4018-MONOMER,,,pydx5p(1),
222.273.peg.4111-MONOMER,,,pydx5p(1),
222.273.peg.4161-MONOMER,,,zn2(1),
222.273.peg.4161-MONOMER,,,mg2(1),
222.273.peg.4299-MONOMER,,,4fe4s(1),
222.273.peg.4336-MONOMER,,,pydx5p(1),
222.273.peg.4341-MONOMER,,,nad(1),
222.273.peg.4348-MONOMER,,,mg2(1),
222.273.peg.4348-MONOMER,,,mn2(1),
222.273.peg.4351-MONOMER,,,nadp(1),
222.273.peg.4374-MONOMER,,,mg2(1),
222.273.peg.4427-MONOMER,,,zn2(1),
222.273.peg.4434-MONOMER,,,mg2(1),
222.273.peg.4600-MONOMER,,,pydx5p(1),
222.273.peg.4604-MONOMER,,,mg2(1),
222.273.peg.4612-MONOMER,,,mg2(1),
222.273.peg.4612-MONOMER,,,mn2(1),
222.273.peg.4619-MONOMER,,,mg2(1),
222.273.peg.4623-MONOMER,,,mg2(1),
222.273.peg.4623-MONOMER,,,mn2(1),
222.273.peg.4738-MONOMER,,,4fe4s(1),
222.273.peg.4764-MONOMER,,,mg2(1),
222.273.peg.4768-MONOMER,,,mg2(1),
222.273.peg.4914-MONOMER,,,thmpp(1) AND mn2(1) AND mg2(1),
222.273.peg.4925-MONOMER,,,mn2(1),
222.273.peg.4942-MONOMER,,,zn2(6),
222.273.peg.4950-MONOMER,,,4fe4s(1),
222.273.peg.4958-MONOMER,,,4fe4s(1) AND 2fe2s(1),
222.273.peg.4968-MONOMER,,,amp(1),
222.273.peg.4968-MONOMER,,,coo(1),
222.273.peg.4968-MONOMER,,,cosh(1),
222.273.peg.4972-MONOMER,,,mg2(1),
222.273.peg.4972-MONOMER,,,mn2(1),
222.273.peg.5201-MONOMER,,,mg2(1) AND thmpp(1) AND fad(1),
