Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
222.273.peg.4764-MONOMER	Inner_Membrane	222.273.peg.4764()	Inner_Membrane	s
222.273.peg.6023-MONOMER	Membrane	222.273.peg.6023()	Membrane	s
222.273.peg.1570-MONOMER	Membrane	222.273.peg.1570()	Membrane	s
222.273.peg.5400-MONOMER	Membrane	222.273.peg.5400()	Membrane	s
222.273.peg.1246-MONOMER	Membrane	222.273.peg.1246()	Membrane	s
222.273.peg.1565-MONOMER	Membrane	222.273.peg.1565()	Membrane	s
222.273.peg.5290-MONOMER	Inner_Membrane	222.273.peg.5290()	Inner_Membrane	s
222.273.peg.1740-MONOMER	Inner_Membrane	222.273.peg.1740()	Inner_Membrane	s
222.273.peg.2646-MONOMER	Membrane	222.273.peg.2646()	Membrane	s
222.273.peg.6041-MONOMER	Inner_Membrane	222.273.peg.6041()	Inner_Membrane	s
222.273.peg.4141-MONOMER	Inner_Membrane	222.273.peg.4141()	Inner_Membrane	s
222.273.peg.2704-MONOMER	Periplasm	222.273.peg.2704()	Periplasm	s
222.273.peg.2299-MONOMER	Periplasm	222.273.peg.2299()	Periplasm	s
222.273.peg.1158-MONOMER	Inner_Membrane	222.273.peg.1158()	Inner_Membrane	s
222.273.peg.3789-MONOMER	Inner_Membrane	222.273.peg.3789()	Inner_Membrane	s
222.273.peg.710-MONOMER	Inner_Membrane	222.273.peg.710()	Inner_Membrane	s
222.273.peg.2194-MONOMER	Membrane	222.273.peg.2194()	Membrane	s
222.273.peg.1159-MONOMER	Membrane	222.273.peg.1159()	Membrane	s
222.273.peg.2328-MONOMER	Membrane	222.273.peg.2328()	Membrane	s
222.273.peg.4762-MONOMER	Outer_Membrane	222.273.peg.4762()	Outer_Membrane	s
222.273.peg.896-MONOMER	Inner_Membrane	222.273.peg.896()	Inner_Membrane	s
222.273.peg.5306-MONOMER	Inner_Membrane	222.273.peg.5306()	Inner_Membrane	s
