Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CPLX_MPTG-1	Inner_Membrane	NCTC13359_06345()	Inner_Membrane	s
NCTC13359_03389-MONOMER	Outer_Membrane	NCTC13359_03389()	Outer_Membrane	sb
NCTC13359_03828-MONOMER	Inner_Membrane	NCTC13359_03828()	Inner_Membrane	r
NCTC13359_02024-MONOMER	Inner_Membrane	NCTC13359_02024()	Inner_Membrane	r
CPLX_BUTSO3abcpp-0	Inner_Membrane	NCTC13359_02024()	Inner_Membrane	r
CPLX_rxn05620-3	Inner_Membrane	NCTC13359_02024()	Inner_Membrane	r
NCTC13359_02022-MONOMER	Inner_Membrane	NCTC13359_02022()	Periplasm	s
CPLX_BUTSO3abcpp-0	Inner_Membrane	NCTC13359_02022()	Periplasm	s
NCTC13359_03545-MONOMER	Inner_Membrane	NCTC13359_03545()	Inner_Membrane	r
NCTC13359_03466-MONOMER	Inner_Membrane	NCTC13359_03466()	Inner_Membrane	r
NCTC13359_04814-MONOMER	Inner_Membrane	NCTC13359_04814()	Inner_Membrane	r
NCTC13359_01406-MONOMER	Inner_Membrane	NCTC13359_01406()	Inner_Membrane	r
NCTC13359_02295-MONOMER	Inner_Membrane	NCTC13359_02295()	Inner_Membrane	r
CPLX_GLCabcpp-0	Inner_Membrane	NCTC13359_02295()	Inner_Membrane	r
NCTC13359_01644-MONOMER	Inner_Membrane	NCTC13359_01644()	Periplasm	s
CPLX_GALURt2rpp-1	Inner_Membrane	NCTC13359_01644()	Periplasm	s
NCTC13359_06480-MONOMER	Inner_Membrane	NCTC13359_06480()	Inner_Membrane	r
CPLX_GALURt2rpp-0	Inner_Membrane	NCTC13359_06480()	Inner_Membrane	r
NCTC13359_06395-MONOMER	Inner_Membrane	NCTC13359_06395()	Inner_Membrane	p
CPLX_CTBTabcpp-0	Inner_Membrane	NCTC13359_06395()	Inner_Membrane	p
CPLX_PROabcpp-0	Inner_Membrane	NCTC13359_06395()	Inner_Membrane	p
NCTC13359_06403-MONOMER	Inner_Membrane	NCTC13359_06403()	Periplasm	s
CPLX_CTBTabcpp-0	Inner_Membrane	NCTC13359_06403()	Periplasm	s
NCTC13359_01689-MONOMER	Periplasm	NCTC13359_01689()	Periplasm	s
NCTC13359_00567-MONOMER	Inner_Membrane	NCTC13359_00567()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	NCTC13359_00567()	Inner_Membrane	r
NCTC13359_00565-MONOMER	Inner_Membrane	NCTC13359_00565()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	NCTC13359_00565()	Inner_Membrane	r
NCTC13359_00673-MONOMER	Inner_Membrane	NCTC13359_00673()	Inner_Membrane	p
CPLX_PTRCabcpp-1	Inner_Membrane	NCTC13359_00673()	Inner_Membrane	p
CPLX_PTRCabcpp-2	Inner_Membrane	NCTC13359_00673()	Inner_Membrane	p
CPLX_PTRCabcpp-3	Inner_Membrane	NCTC13359_00673()	Inner_Membrane	p
CPLX_PTRCabcpp-4	Inner_Membrane	NCTC13359_00673()	Inner_Membrane	p
NCTC13359_00672-MONOMER	Inner_Membrane	NCTC13359_00672()	Inner_Membrane	r
CPLX_PTRCabcpp-1	Inner_Membrane	NCTC13359_00672()	Inner_Membrane	r
CPLX_PTRCabcpp-2	Inner_Membrane	NCTC13359_00672()	Inner_Membrane	r
CPLX_PTRCabcpp-3	Inner_Membrane	NCTC13359_00672()	Inner_Membrane	r
CPLX_PTRCabcpp-4	Inner_Membrane	NCTC13359_00672()	Inner_Membrane	r
NCTC13359_04585-MONOMER	Inner_Membrane	NCTC13359_04585()	Periplasm	s
NCTC13359_04827-MONOMER	Inner_Membrane	NCTC13359_04827()	Inner_Membrane	r
CPLX_NO3R1bpp_q8-0	Inner_Membrane	NCTC13359_04827()	Inner_Membrane	r
NCTC13359_04826-MONOMER	Inner_Membrane	NCTC13359_04826()	Periplasm	s
CPLX_NO3R1bpp_q8-0	Inner_Membrane	NCTC13359_04826()	Periplasm	s
NCTC13359_04823-MONOMER	Inner_Membrane	NCTC13359_04823()	Periplasm	t
CPLX_NO3R1bpp_q8-0	Inner_Membrane	NCTC13359_04823()	Periplasm	t
NCTC13359_01364-MONOMER	Inner_Membrane	NCTC13359_01364()	Periplasm	s
CPLX_CBIuabcpp-0	Inner_Membrane	NCTC13359_01364()	Periplasm	s
CPLX_CBIuabcpp-1	Inner_Membrane	NCTC13359_01364()	Periplasm	s
NCTC13359_05969-MONOMER	Inner_Membrane	NCTC13359_05969()	Inner_Membrane	r
CPLX_CBIuabcpp-0	Inner_Membrane	NCTC13359_05969()	Inner_Membrane	r
NCTC13359_00725-MONOMER	Periplasm	NCTC13359_00725()	Periplasm	s
NCTC13359_02308-MONOMER	Inner_Membrane	NCTC13359_02308()	Inner_Membrane	r
NCTC13359_05148-MONOMER	Periplasm	NCTC13359_05148()	Periplasm	s
NCTC13359_03804-MONOMER	Periplasm	NCTC13359_03804()	Periplasm	t
CPLX_CU1Opp-0	Periplasm	NCTC13359_03804()	Periplasm	t
NCTC13359_04939-MONOMER	Inner_Membrane	NCTC13359_04939()	Periplasm	s
CPLX_ILEabcpp-0	Inner_Membrane	NCTC13359_04939()	Periplasm	s
NCTC13359_03529-MONOMER	Inner_Membrane	NCTC13359_03529()	Inner_Membrane	r
NCTC13359_01926-MONOMER	Inner_Membrane	NCTC13359_01926()	Inner_Membrane	r
CPLX_FRUptspp-0	Inner_Membrane	NCTC13359_01926()	Inner_Membrane	r
NCTC13359_00297-MONOMER	Inner_Membrane	NCTC13359_00297()	Inner_Membrane	r
CPLX_ZNabcpp-0	Inner_Membrane	NCTC13359_00297()	Inner_Membrane	r
NCTC13359_00294-MONOMER	Inner_Membrane	NCTC13359_00294()	Periplasm	s
CPLX_ZNabcpp-0	Inner_Membrane	NCTC13359_00294()	Periplasm	s
NCTC13359_00335-MONOMER	Periplasm	NCTC13359_00335()	Periplasm	t
NCTC13359_04517-MONOMER	Inner_Membrane	NCTC13359_04517()	Inner_Membrane	r
CPLX_PHEMEabcpp-0	Inner_Membrane	NCTC13359_04517()	Inner_Membrane	r
NCTC13359_04514-MONOMER	Inner_Membrane	NCTC13359_04514()	Periplasm	s
NCTC13359_04516-MONOMER	Inner_Membrane	NCTC13359_04516()	Inner_Membrane	p
CPLX_PHEMEabcpp-0	Inner_Membrane	NCTC13359_04516()	Inner_Membrane	p
NCTC13359_05960-MONOMER	Inner_Membrane	NCTC13359_05960()	Inner_Membrane	s
CPLX_MPTG-0	Inner_Membrane	NCTC13359_05960()	Inner_Membrane	s
NCTC13359_01424-MONOMER	Inner_Membrane	NCTC13359_01424()	Inner_Membrane	r
NCTC13359_00821-MONOMER	Inner_Membrane	NCTC13359_00821()	Inner_Membrane	r
NCTC13359_02181-MONOMER	Periplasm	NCTC13359_02181()	Periplasm	s
NCTC13359_06458-MONOMER	Inner_Membrane	NCTC13359_06458()	Periplasm	s
CPLX_LYSabcpp-0	Inner_Membrane	NCTC13359_06458()	Periplasm	s
NCTC13359_06293-MONOMER	Inner_Membrane	NCTC13359_06293()	Inner_Membrane	r
NCTC13359_04639-MONOMER	Inner_Membrane	NCTC13359_04639()	Periplasm	s
CPLX_ASPabcpp-0	Inner_Membrane	NCTC13359_04639()	Periplasm	s
NCTC13359_04640-MONOMER	Inner_Membrane	NCTC13359_04640()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	NCTC13359_04640()	Inner_Membrane	r
NCTC13359_04641-MONOMER	Inner_Membrane	NCTC13359_04641()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	NCTC13359_04641()	Inner_Membrane	r
NCTC13359_05605-MONOMER	Inner_Membrane	NCTC13359_05605()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	NCTC13359_05605()	Inner_Membrane	r
CPLX_ALAALAabcpp-1	Inner_Membrane	NCTC13359_05605()	Inner_Membrane	r
CPLX_rxn05542-0	Inner_Membrane	NCTC13359_05605()	Inner_Membrane	r
NCTC13359_05604-MONOMER	Inner_Membrane	NCTC13359_05604()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	NCTC13359_05604()	Inner_Membrane	r
CPLX_ALAALAabcpp-1	Inner_Membrane	NCTC13359_05604()	Inner_Membrane	r
CPLX_rxn05542-0	Inner_Membrane	NCTC13359_05604()	Inner_Membrane	r
NCTC13359_05597-MONOMER	Inner_Membrane	NCTC13359_05597()	Periplasm	s
CPLX_ALAALAabcpp-1	Inner_Membrane	NCTC13359_05597()	Periplasm	s
NCTC13359_06508-MONOMER	Inner_Membrane	NCTC13359_06508()	Inner_Membrane	r
NCTC13359_05884-MONOMER	Inner_Membrane	NCTC13359_05884()	Inner_Membrane	r
NCTC13359_01525-MONOMER	Inner_Membrane	NCTC13359_01525()	Inner_Membrane	r
CPLX_CHLabcpp-1	Inner_Membrane	NCTC13359_01525()	Inner_Membrane	r
CPLX_PROabcpp-2	Inner_Membrane	NCTC13359_01525()	Inner_Membrane	r
NCTC13359_01524-MONOMER	Inner_Membrane	NCTC13359_01524()	Periplasm	s
CPLX_CHLabcpp-0	Inner_Membrane	NCTC13359_01524()	Periplasm	s
CPLX_CHLabcpp-1	Inner_Membrane	NCTC13359_01524()	Periplasm	s
CPLX_PROabcpp-2	Inner_Membrane	NCTC13359_01524()	Periplasm	s
NCTC13359_03655-MONOMER	Inner_Membrane	NCTC13359_03655()	Inner_Membrane	r
NCTC13359_04803-MONOMER	Inner_Membrane	NCTC13359_04803()	Inner_Membrane	r
NCTC13359_05981-MONOMER	Inner_Membrane	NCTC13359_05981()	Inner_Membrane	r
NCTC13359_00809-MONOMER	Outer_Membrane	NCTC13359_00809()	Inner_Membrane	r
CPLX_CMtpp-0	Outer_Membrane	NCTC13359_00809()	Inner_Membrane	r
CPLX_MINCYCtpp-0	Outer_Membrane	NCTC13359_00809()	Inner_Membrane	r
NCTC13359_00601-MONOMER	Inner_Membrane	NCTC13359_00601()	Inner_Membrane	r
NCTC13359_04703-MONOMER	Inner_Membrane	NCTC13359_04703()	Inner_Membrane	r
NCTC13359_01931-MONOMER	Inner_Membrane	NCTC13359_01931()	Inner_Membrane	r
NCTC13359_01183-MONOMER	Inner_Membrane	NCTC13359_01183()	Periplasm	s
CPLX_FE3DHBZSabcpp-0	Inner_Membrane	NCTC13359_01183()	Periplasm	s
NCTC13359_01181-MONOMER	Inner_Membrane	NCTC13359_01181()	Inner_Membrane	p
CPLX_FE3DHBZSabcpp-0	Inner_Membrane	NCTC13359_01181()	Inner_Membrane	p
NCTC13359_01182-MONOMER	Inner_Membrane	NCTC13359_01182()	Inner_Membrane	r
CPLX_FE3DHBZSabcpp-0	Inner_Membrane	NCTC13359_01182()	Inner_Membrane	r
NCTC13359_05457-MONOMER	Inner_Membrane	NCTC13359_05457()	Inner_Membrane	r
NCTC13359_01410-MONOMER	Inner_Membrane	NCTC13359_01410()	Inner_Membrane	r
NCTC13359_02750-MONOMER	Inner_Membrane	NCTC13359_02750()	Inner_Membrane	r
