Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
PA4366-MONOMER	Membrane	PA4366()	Membrane	s
PA4988-MONOMER	Inner_Membrane	PA4988()	Inner_Membrane	s
PA5372-MONOMER	Inner_Membrane	PA5372()	Inner_Membrane	s
PA3452-MONOMER	Inner_Membrane	PA3452()	Inner_Membrane	s
PA3673-MONOMER	Inner_Membrane	PA3673()	Inner_Membrane	s
PA5240-MONOMER	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_APSR-0	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_METSOXR1-0	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_METSOXR1-1	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_RNDR1-0	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_THIORDXi-0	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_THIORDXi-3	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_THIORDXi-6	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_THIORDXi-9	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_THIORDXi-12	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_TRDR-0	Inner_Membrane	PA5240()	Inner_Membrane	s
CPLX_TRDR-1	Inner_Membrane	PA5240()	Inner_Membrane	s
PA4385-MONOMER	Membrane	PA4385()	Membrane	s
PA4729-MONOMER	Membrane	PA4729()	Membrane	s
PA3700-MONOMER	Membrane	PA3700()	Membrane	s
PA0903-MONOMER	Membrane	PA0903()	Membrane	s
PA1296-MONOMER	Inner_Membrane	PA1296()	Inner_Membrane	s
PA3584-MONOMER	Inner_Membrane	PA3584()	Inner_Membrane	s
PA4138-MONOMER	Membrane	PA4138()	Membrane	s
PA4740-MONOMER	Membrane	PA4740()	Membrane	s
PA5567-MONOMER	Inner_Membrane	PA5567()	Inner_Membrane	s
PA3242-MONOMER	Inner_Membrane	PA3242()	Inner_Membrane	s
PA4602-MONOMER	Membrane	PA4602()	Membrane	s
PA3643-MONOMER	Inner_Membrane	PA3643()	Inner_Membrane	s
PA1792-MONOMER	Inner_Membrane	PA1792()	Inner_Membrane	s
PA4646-MONOMER	Membrane	PA4646()	Membrane	s
PA4228-MONOMER	Membrane	PA4228()	Membrane	s
CPLX_rPY00220-0	Membrane	PA4228()	Membrane	s
PA4412-MONOMER	Inner_Membrane	PA4412()	Inner_Membrane	s
PA3650-MONOMER	Inner_Membrane	PA3650()	Inner_Membrane	s
PA4477-MONOMER	Inner_Membrane	PA4477()	Inner_Membrane	s
PA5297-MONOMER	Inner_Membrane	PA5297()	Inner_Membrane	s
PA5258-MONOMER	Inner_Membrane	PA5258()	Inner_Membrane	s
PA4744-MONOMER	Membrane	PA4744()	Membrane	s
PA5011-MONOMER	Inner_Membrane	PA5011()	Inner_Membrane	s
PA4213-MONOMER	Inner_Membrane	PA4213()	Inner_Membrane	s
PA5239-MONOMER	Membrane	PA5239()	Membrane	s
PA1800-MONOMER	Membrane	PA1800()	Membrane	s
PA2976-MONOMER	Inner_Membrane	PA2976()	Inner_Membrane	s
PA3635-MONOMER	Membrane	PA3635()	Membrane	s
PA5119-MONOMER	Membrane	PA5119()	Membrane	s
PA4771-MONOMER	Inner_Membrane	PA4771()	Inner_Membrane	s
PA0968-MONOMER	Inner_Membrane	PA0968()	Inner_Membrane	s
PA5237-MONOMER	Inner_Membrane	PA5237()	Inner_Membrane	s
CPLX_OPHBDC-0	Inner_Membrane	PA5237()	Inner_Membrane	s
PA4938-MONOMER	Membrane	PA4938()	Membrane	s
PA5429-MONOMER	Membrane	PA5429()	Membrane	s
PA1806-MONOMER	Membrane	PA1806()	Membrane	s
CPLX_KAS13-0	Membrane	PA1806()	Membrane	s
PA4957-MONOMER	Inner_Membrane	PA4957()	Inner_Membrane	s
PA5241-MONOMER	Inner_Membrane	PA5241()	Inner_Membrane	s
PA4267-MONOMER	Membrane	PA4267()	Membrane	s
PA3337-MONOMER	Membrane	PA3337()	Membrane	s
PA3482-MONOMER	Membrane	PA3482()	Membrane	s
PA4748-MONOMER	Membrane	PA4748()	Membrane	s
PA3162-MONOMER	Membrane	PA3162()	Membrane	s
PA4538-MONOMER	Inner_Membrane	PA4538()	Inner_Membrane	s
PA1165-MONOMER	Inner_Membrane	PA1165()	Inner_Membrane	s
PA3083-MONOMER	Inner_Membrane	PA3083()	Inner_Membrane	s
PA5489-MONOMER	Periplasm	PA5489()	Periplasm	s
PA3655-MONOMER	Membrane	PA3655()	Membrane	s
PA4277-MONOMER	Inner_Membrane	PA4277()	Inner_Membrane	s
PA3327-MONOMER	Inner_Membrane	PA3327()	Inner_Membrane	s
PA0838-MONOMER	Periplasm	PA0838()	Periplasm	s
PA2664-MONOMER	Periplasm	PA2664()	Periplasm	s
PA4761-MONOMER	Inner_Membrane	PA4761()	Inner_Membrane	s
PA5546-MONOMER	Inner_Membrane	PA5546()	Inner_Membrane	s
PA0666-MONOMER	Inner_Membrane	PA0666()	Inner_Membrane	s
PA5175-MONOMER	Inner_Membrane	PA5175()	Inner_Membrane	s
PA2743-MONOMER	Membrane	PA2743()	Membrane	s
PA4760-MONOMER	Membrane	PA4760()	Membrane	s
PA1638-MONOMER	Inner_Membrane	PA1638()	Inner_Membrane	s
PA2025-MONOMER	Membrane	PA2025()	Membrane	s
PA5242-MONOMER	Outer_Membrane	PA5242()	Outer_Membrane	s
PA1013-MONOMER	Membrane	PA1013()	Membrane	s
PA4403-MONOMER	Inner_Membrane	PA4403()	Inner_Membrane	s
PA0373-MONOMER	Inner_Membrane	PA0373()	Inner_Membrane	s
