Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BSU08000-MONOMER	Plasma_Membrane	BSU08000()	Plasma_Membrane	s
BSU31710-MONOMER	Plasma_Membrane	BSU31710()	Plasma_Membrane	s
BSU02270-MONOMER	Plasma_Membrane	BSU02270()	Plasma_Membrane	s
BSU01890-MONOMER	Plasma_Membrane	BSU01890()	Plasma_Membrane	s
BSU33290-MONOMER	Plasma_Membrane	BSU33290()	Plasma_Membrane	s
BSU37280-MONOMER	Plasma_Membrane	BSU37280()	Plasma_Membrane	s
BSU18970-MONOMER	Plasma_Membrane	BSU18970()	Plasma_Membrane	s
BSU07670-MONOMER	Plasma_Membrane	BSU07670()	Plasma_Membrane	s
CPLX8J2-93	Plasma_Membrane	BSU33800()	Plasma_Membrane	s
CPLX8J2-93	Plasma_Membrane	BSU33810()	Plasma_Membrane	s
CPLX8J2-93	Plasma_Membrane	BSU33820()	Plasma_Membrane	s
CPLX8J2-93	Plasma_Membrane	BSU33830()	Plasma_Membrane	s
BSU22540-MONOMER	Plasma_Membrane	BSU22540()	Plasma_Membrane	s
BSU03590-MONOMER	Plasma_Membrane	BSU03590()	Plasma_Membrane	s
BSU33810-MONOMER	Plasma_Membrane	BSU33810()	Plasma_Membrane	s
BSU40560-MONOMER	Plasma_Membrane	BSU40560()	Plasma_Membrane	s
